,timestamp,donde_estas_trabajando,dedicacion,tipo_de_contrato,ultimo_salario_mensual_o_retiro_bruto_en_pesos_argentinos,ultimo_salario_mensual_o_retiro_neto_en_pesos_argentinos,pagos_en_dolares,si_tu_sueldo_esta_dolarizado_cual_fue_el_ultimo_valor_del_dolar_que_tomaron,recibis_algun_tipo_de_bono,a_que_esta_atado_el_bono,tuviste_actualizaciones_de_tus_ingresos_laborales_durante_2024,de_que_fue_el_ajuste_total_acumulado,en_que_mes_fue_el_ultimo_ajuste,como_consideras_que_estan_tus_ingresos_laborales_comparados_con_el_semestre_anterior,contas_con_beneficios_adicionales,que_tan_conforme_estas_con_tus_ingresos_laborales,estas_buscando_trabajo,trabajo_de,anos_de_experiencia,antiguedad_en_la_empresa_actual,anos_en_el_puesto_actual,cuantas_personas_tenes_a_cargo,plataformas_que_utilizas_en_tu_puesto_actual,lenguajes_de_programacion_o_tecnologias_que_utilices_en_tu_puesto_actual,frameworksherramientas_y_librerias_que_utilices_en_tu_puesto_actual,bases_de_datos,qa_testing,cantidad_de_personas_en_tu_organizacion,modalidad_de_trabajo,si_trabajas_bajo_un_esquema_hibrido_cuantos_dias_a_la_semana_vas_a_la_oficina,en_los_ultimos_6_mesesse_aplico_alguna_politica_de_ajustes_salariales,en_los_ultimos_6_meseshubo_reduccion_de_personal,la_recomendas_como_un_buen_lugar_para_trabajar,que_tanto_estas_usando_copilotchatgpt_u_otras_herramientas_de_ia_para_tu_trabajo,salir_o_seguir_contestando,maximo_nivel_de_estudios,estado,carrera,institucion_educativa,salir_o_seguir_contestando_sobre_las_guardias,tenes_guardias,cuanto_cobras_por_guardia,aclara_el_numero_que_ingresaste_en_el_campo_anterior,salir_o_seguir_contestando_sobre_estudios,tengo_edad,genero,habias_respondido_nuestra_encuesta_en_ediciones_anteriores,cuales_consideras_que_son_las_mejores_empresas_de_it_para_trabajar_en_este_momento_en_tu_ciudad,sueldo_dolarizado,seniority
3695,5/21/2024 14:36:43,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1200000.0,996000.0,,,Un sueldo,Mix de las anteriores,Tres,65.0,Abril,3,"Abono de celular, Capacitaciones y/o cursos, Clases de idiomas",3,"No, pero escucho ofertas.",Recruiter,15,2,2,0.0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,Híbrido (presencial y remoto),3,"si, ajustes trimestrales en gral",No,8,3,Responder sobre mis estudios,Universitario,Completo,Licenciatura en Relaciones del Trabajo,UBA - Universidad de Buenos Aires,Responder sobre guardias,No,0.0,Porcentaje de mi sueldo bruto,Terminar encuesta,43,Mujer Cis,No, ,False,Senior
3696,5/21/2024 14:36:46,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),750000.0,,,,No,No recibo bono,No,6.0,Marzo,1,Ninguna de las anteriores,2,"No, pero escucho ofertas.",HelpDesk,30,10,10,0.0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 201 a 500 personas,100% presencial,0,,Sí,5,0,Terminar encuesta,,,,,,,,,,54,Hombre Cis,Sí,,False,Senior
3697,5/21/2024 14:36:49,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1500000.0,1200000.0,,,No,No recibo bono,Tres,20.0,Abril,2,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles",2,"No, pero escucho ofertas.",Developer,6,7,4,0.0,"Azure, VMWare, GIT TFS","C#, SQL, VBA",.NET Core,Sybase,Ninguna de las anteriores,De 101 a 200 personas,Híbrido (presencial y remoto),2,"Si, ajuste por inflación",No sé,5,2,Responder sobre mis estudios,Terciario,Completo,Tecnicatura en Informática,,Terminar encuesta,,,,,41,Hombre Cis,Sí,,False,Senior
3698,5/21/2024 14:37:01,Entre Ríos,Full-Time,Staff (planta permanente),2865900.0,2540900.0,Cobro parte del salario en dólares,892.5,3+ sueldos,Performance de la compañía,Dos,105.5,Abril,3,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles",3,"No, pero escucho ofertas.",Developer,5,4,2,0.0,"Docker, Firebase, Google Cloud Platform, Kubernetes, Linux","Bash/Shell, Go",Ninguno de los anteriores,Firestore,Testify,De 51 a 100 personas,100% remoto,0,Actualización por inflación cada 3 meses,No,8,2,Responder sobre mis estudios,Universitario,Incompleto,Ingeniería Electrónica,UTN - Universidad Tecnológica Nacional,Responder sobre guardias,No,0.0,Porcentaje de mi sueldo bruto,Terminar encuesta,29,Hombre Cis,Sí,,True,Semi-Senior
3699,5/21/2024 14:37:49,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1600000.0,14300000.0,,,Un sueldo,Performance individual,Tres,50.0,Abril,3,"Abono de Internet, Capacitaciones y/o cursos, Estacionamiento gratuito / subvencionado, Horarios flexibles",3,"No, estoy muy conforme.",Developer,1,1,1,0.0,Linux,"Java, Python, SQL",Spark,"MySQL, Teradata",Ninguna de las anteriores,Más de 10000 personas,Híbrido (presencial y remoto),1,,No sé,7,0,Terminar encuesta,,,,,,,,,,29,Hombre Cis,No,,False,Junior
3700,5/21/2024 14:39:41,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1248000.0,1060840.0,Cobro parte del salario en dólares,,Menos de un sueldo,Performance individual,Dos,35.0,Mayo,3,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, pero escucho ofertas.",UX Designer,2,1,1,0.0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 1001 a 2000 personas,100% remoto,0,,No,0,3,Terminar encuesta,,,,,,,,,,33,Mujer Cis,No,,True,Junior
3701,5/21/2024 14:40:24,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2800000.0,2400000.0,,,Menos de un sueldo,Performance individual,Más de tres,75.0,Mayo,3,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",3,"No, pero escucho ofertas.",Consultant,2,2,1,0.0,Infor WMS,Python,Ninguno de los anteriores,Microsoft SQL Server,Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,"Si, acorde a ipc mensual",No,9,4,Terminar encuesta,,,,,,,,,,26,Hombre Cis,Sí,,False,Junior
3702,5/21/2024 14:42:01,La Pampa,Full-Time,Staff (planta permanente),898000.0,745000.0,,,No,No recibo bono,Uno,29.0,Marzo,1,Comidas pagas / subvencionadas,1,"Sí, estoy buscando activamente.",SysAdmin / DevOps / SRE,4,2,2,0.0,"Amazon Web Services, Azure, *BSD, Docker, Linux, VMWare, Windows Server",SQL,Ninguno de los anteriores,"Amazon DynamoDB, Amazon RDS/Aurora, MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MySQL, Redis",Ninguna de las anteriores,De 11  a 50  personas,Híbrido (presencial y remoto),4,"Si, ajuste por inflación",Sí,0,2,Terminar encuesta,,,,,,,,,,29,Hombre Cis,No,"Tecro, Cending, NX",False,Semi-Senior
3703,5/21/2024 14:43:14,San Juan,Full-Time,Staff (planta permanente),900000.0,750000.0,,,No,No recibo bono,No,0.0,Enero,2,Abono de Internet,1,"No, pero escucho ofertas.",SysAdmin / DevOps / SRE,2,2,0,0.0,"*BSD, Docker, Kubernetes, Linux","Python, SQL",Ninguno de los anteriores,"MariaDB, MongoDB, MySQL, PostgreSQL",Postman,De 51 a 100 personas,100% remoto,0,"Ajustes cada 3 meses pero no se respetó en este 2024. Solo ajustaron hasta diciembre, es decir el sueldo de enero llego con el aumento aumulado de los ultimos tres meses del 2023",Sí,7,5,Responder sobre guardias,Universitario,En curso,Ingeniería Electrónica,,Terminar encuesta,"Sí, pasiva",80000.0,Bruto,Responder sobre mis estudios,28,Hombre Cis,Sí,,False,Junior
3704,5/21/2024 14:43:34,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),475000.0,396000.0,,,No,No recibo bono,Uno,13.0,Marzo,1,"Comidas pagas / subvencionadas, Horarios flexibles",1,"No, pero escucho ofertas.",Business Analyst,0,0,0,0.0,"Docker, FIGMA",Ninguno de los anteriores,Ninguno de los anteriores,"Microsoft SQL Server, Ninguna de las anteriores",Ninguna de las anteriores,De 11  a 50  personas,Híbrido (presencial y remoto),3,,No,6,1,Terminar encuesta,,,,,,,,,,24,Hombre Cis,No,,False,Junior
3705,5/21/2024 14:47:06,Corrientes,Full-Time,Tercerizado (trabajo a través de consultora o agencia),1250000.0,1500000.0,Cobro parte del salario en dólares,865,No,No recibo bono,Dos,12.0,Febrero,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Cuota para universidad / posgrados, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Stock options / RSUs",2,"Sí, estoy buscando activamente.",QA / Tester,3,2,2,0.0,"Azure, Docker",Java,"karate Framework, rest-assured, serenity screenplay",Oracle,"Appium, Cucumber, Selenium, serenity",Más de 10000 personas,100% remoto,0,si,No sé,8,5,Terminar encuesta,,,,,,,,,,26,Hombre Cis,No,"Globant, Accenture, Telecom",True,Semi-Senior
3706,5/21/2024 14:49:58,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2200000.0,1800000.0,Cobro todo el salario en dólares,,Un sueldo,Performance individual,Uno,3.0,Abril,2,"Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",UX Writer,4,2,0,0.0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 5001 a 10000 personas,100% remoto,0,,No,8,3,Terminar encuesta,,,,,,,,,,30,Mujer Cis,No,,True,Semi-Senior
3707,5/21/2024 14:50:30,Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),1300000.0,1200000.0,,,No,No recibo bono,Más de tres,120.0,Abril,3,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Viáticos",3,"No, pero escucho ofertas.",SysAdmin / DevOps / SRE,2,2,2,0.0,"Linux, SAP, Windows Server",Python,Ninguno de los anteriores,"Microsoft SQL Server, PostgreSQL",Ninguna de las anteriores,Más de 10000 personas,Híbrido (presencial y remoto),2,Si,No,10,5,Responder sobre mis estudios,Universitario,En curso,Licenciatura en Sistemas,UADE - Universidad Argentina De la Empresa,Responder sobre guardias,No,0.0,Porcentaje de mi sueldo bruto,Terminar encuesta,29,Hombre Cis,Sí,,False,Junior
3708,5/21/2024 14:51:48,Ciudad Autónoma de Buenos Aires,Part-Time,Contractor,1520000.0,1490000.0,Cobro todo el salario en dólares,1060,No,No recibo bono,No,0.0,No tuve,2,Horarios flexibles,2,"No, pero escucho ofertas.",Consultant,8,1,1,0.0,"Docker, Google Cloud Platform, Linux","Python, SQL",FastAPI,"PostgreSQL, Redis, ArangoDB",Postman,De 51 a 100 personas,Híbrido (presencial y remoto),1,sí pero para los contratados,No,9,5,Terminar encuesta,,,,,,,,,,41,Hombre Cis,Sí,Mercado Libre,True,Senior
3709,5/21/2024 14:52:00,Santa Fe,Full-Time,Contractor,500000.0,470000.0,,,No,No recibo bono.,Dos,40.0,Abril,2,Horarios flexibles,2,"No, pero escucho ofertas.",QA / Tester,1,0,0,0.0,Ninguna de las anteriores,"HTML, Javascript",Node.js,"MySQL, PostgreSQL","Cypress, Postman",De 2 a 10 personas,100% remoto,0,,No,7,1,Terminar encuesta,,,,,,,,,,43,Hombre Cis,No,,False,Junior
3710,5/21/2024 14:53:36,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,3000000.0,3000000.0,Cobro todo el salario en dólares,,No,No recibo bono,Uno,4.0,Febrero,2,Horarios flexibles,2,"No, pero escucho ofertas.",QA / Tester,10,2,5,0.0,Ninguna de las anteriores,Ninguno de los anteriores,WordPress,"Microsoft SQL Server, MongoDB",Ninguna de las anteriores,De 101 a 200 personas,Híbrido (presencial y remoto),2,,No sé,5,1,Responder sobre mis estudios,Universitario,Completo,Licenciatura en Sistemas,UCAECE - Centro de Altos Estudios en Ciencias Exactas,Responder sobre guardias,No,0.0,Bruto,Terminar encuesta,30,Hombre Cis,Sí,,True,Senior
3711,5/21/2024 14:54:18,Mendoza,Full-Time,Staff (planta permanente),2100000.0,1750000.0,Mi sueldo está dolarizado (pero cobro en moneda local),1047,De uno a tres sueldos,Mix de las anteriores,No,0.0,No tuve,1,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles",1,"Sí, estoy buscando activamente.",Manager / Director,9,2,0,6.0,Firebase,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 201 a 500 personas,Híbrido (presencial y remoto),1,No,No,6,3,Terminar encuesta,,,,,,,,,,31,Hombre Cis,Sí,,True,Senior
3712,5/21/2024 14:54:44,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,3450420.0,3131698.0,,,No,No recibo bono,Dos,30.0,Mayo,3,Horarios flexibles,3,"No, pero escucho ofertas.",Business Analyst,15,0,15,0.0,Azure,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,Híbrido (presencial y remoto),1,Por IPC,No sé,5,0,Terminar encuesta,,,,,,,,,,41,Hombre Cis,Sí,,False,Senior
3713,5/21/2024 14:58:17,Córdoba,Full-Time,Staff (planta permanente),1500000.0,1300000.0,,,No,No recibo bono,Uno,8.0,Marzo,1,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles, Lactario en la oficina, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",3,"Sí, estoy buscando activamente.",SysAdmin / DevOps / SRE,10,10,7,0.0,"Docker, HP-UX, Kubernetes, Linux, VMWare, Windows Server","PHP, Python, SQL",Node.js,"MongoDB, MySQL, PostgreSQL",Ninguna de las anteriores,De 201 a 500 personas,Híbrido (presencial y remoto),2,si se utiliza la paritaria de ate,No sé,8,2,Responder sobre guardias,Terciario,Completo,Analista de Sistemas,ORT,Terminar encuesta,"Sí, pasiva",0.0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,40,Mujer Cis,Sí,,False,Senior
3714,5/21/2024 14:58:37,Córdoba,Full-Time,Staff (planta permanente),905000.0,750000.0,,,No,No recibo bono,No,0.0,No tuve,2,Clases de idiomas,3,"No, estoy muy conforme.",Business Analyst,3,0,3,0.0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,,No sé,10,4,Terminar encuesta,,,,,,,,,,31,Hombre Cis,Sí,,False,Semi-Senior
3715,5/21/2024 14:58:41,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2287260.0,2032575.0,,,No,No recibo bono,Más de tres,35.0,Mayo,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",BI Analyst / Data Analyst,13,0,0,0.0,Ninguna de las anteriores,SQL,Ninguno de los anteriores,SQLite,Ninguna de las anteriores,Más de 10000 personas,Híbrido (presencial y remoto),1,Si clausula gatillo ,No sé,10,2,Responder sobre mis estudios,Universitario,En curso,Ingeniería en Sistemas,UAI - Universidad Abierta Interamericana,Terminar encuesta,,,,,48,Hombre Cis,Sí,,False,Senior
3716,5/21/2024 14:59:04,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1658350.0,1500000.0,Cobro parte del salario en dólares,"1250 (para la mitad del sueldo cobrada en ARS), el resto de los usd son transferidos directo y los conté a 1030 en las preguntas previas",Menos de un sueldo,Performance de la compañía,No,0.0,No tuve,1,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, pero escucho ofertas.",Developer,4,2,1,0.0,Docker,"HTML, Javascript, SQL, TypeScript","Bun, Next.js, Node.js, React.js","MongoDB, MySQL, PostgreSQL, Redis","Cypress, Jest, Puppeteer, Playwright",De 51 a 100 personas,100% remoto,0,"Sueldo 100% en usd, poco más de la mitad se cobra en ARS a valor del dólar MEP más alto desde el momento que se anunció (1250 hoy). Antes era aumento trimestral de la parte en ARS y estaba prácticamente atado a inflación.",No,8,4,Terminar encuesta,,,,,,,,,,24,Hombre Cis,Sí,,True,Semi-Senior
3717,5/21/2024 14:59:21,Córdoba,Full-Time,Staff (planta permanente),1400000.0,1200000.0,,,No,No recibo bono,Dos,70.0,Abril,3,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, pero escucho ofertas.",Recruiter,2,2,1,5.0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 51 a 100 personas,Híbrido (presencial y remoto),2,si - ajuste trimestarl ,Sí,8,1,Terminar encuesta,,,,,,,,,,29,Mujer Cis,No,"accenture, globant ",False,Junior
3718,5/21/2024 14:59:24,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2200000.0,1850000.0,,,De uno a tres sueldos,Performance individual,Tres,50.0,Abril,3,"Abono de celular, Capacitaciones y/o cursos, Comidas pagas / subvencionadas",3,"No, pero escucho ofertas.",Data Scientist,3,1,1,0.0,Oracle,"Python, R",Ninguno de los anteriores,Oracle,Ninguna de las anteriores,De 1001 a 2000 personas,Híbrido (presencial y remoto),2,,No,6,4,Terminar encuesta,,,,,,,,,,27,Hombre Cis,Sí,,False,Semi-Senior
3719,5/21/2024 15:01:56,Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),1746696.56,1449759.0,Mi sueldo está dolarizado (pero cobro en moneda local),878.62,No,No recibo bono,No,0.0,No tuve,4,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Cuota para universidad / posgrados, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",Business Analyst,9,0,7,2.0,"Azure, Jira",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 2001a 5000 personas,Híbrido (presencial y remoto),0,Sueldo con anclaje al dolar,No sé,6,1,Terminar encuesta,,,,,,,,,,29,Mujer Cis,Sí,,True,Senior
3720,5/21/2024 15:09:36,Santa Fe,Full-Time,Staff (planta permanente),1200000.0,1000000.0,,,No,No recibo bono,Tres,10.0,Mayo,3,"Abono de Internet, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",SysAdmin / DevOps / SRE,12,2,2,0.0,"Linux, OpenStack","Bash/Shell, Python",Ninguno de los anteriores,"ElasticSearch, MariaDB, MongoDB, MySQL",Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,,No sé,8,4,Terminar encuesta,,,,,,,,,,39,Hombre Cis,Sí,"Mercadolibre, globan, ",False,Senior
3721,5/21/2024 15:11:03,Buenos Aires,Full-Time,Staff (planta permanente),2550000.0,2225000.0,,,No,No recibo bono,Más de tres,90.0,Abril,3,"Abono de Internet, Clases de idiomas, Comidas pagas / subvencionadas, Guardería o pago para cubrir costo de guardería, Viáticos",3,"No, estoy muy conforme.",Developer,15,12,12,0.0,"Azure, Docker, IBM Cloud / Watson, Kubernetes","Java, SQL, rpg",Spring,"IBM Db2, sql server",Postman,De 501 a 1000 personas,100% remoto,0,"si, de acuerdo a los aumentos otorgados por el sindicato del seguro",No,8,1,Terminar encuesta,,,,,,,,,,45,Mujer Cis,No,,False,Senior
3722,5/21/2024 15:13:57,Ciudad Autónoma de Buenos Aires,Part-Time,Contractor,800000.0,,Cobro todo el salario en dólares,1000,No,No recibo bono,No,0.0,No tuve,3,Vacaciones flexibles (adicionales a las reglamentarias),3,"Sí, estoy buscando activamente.",UX Designer,2,2,2,0.0,Figma,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,,Sí,0,2,Responder sobre guardias,Universitario,Incompleto,Diseño Gráfico,UBA - Universidad de Buenos Aires,Responder sobre guardias,No,0.0,Porcentaje de mi sueldo bruto,Terminar encuesta,45,Mujer Cis,No,,True,Junior
3723,5/21/2024 15:14:10,Córdoba,Full-Time,Tercerizado (trabajo a través de consultora o agencia),1500000.0,1300000.0,,,No,No recibo bono,Uno,20.0,Marzo,3,"Abono de Internet, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",2,"Sí, estoy buscando activamente.",Business Analyst,15,2,2,3.0,"Azure, Docker, Google Cloud Platform, HP-UX, Windows Server",SQL,Ninguno de los anteriores,"Google Cloud Storage, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, Oracle",Ninguna de las anteriores,De 1001 a 2000 personas,Híbrido (presencial y remoto),1,"si, leve",Sí,7,1,Responder sobre mis estudios,Posgrado/Especialización,Completo,Ingeniería en Sistemas,UTN - Universidad Tecnológica Nacional,Terminar encuesta,,,,,52,Hombre Cis,Sí,"Extranjeras, bancos, industrias. remoto en dólares",False,Senior
3724,5/21/2024 15:14:20,Buenos Aires,Full-Time,Staff (planta permanente),2760917.0,2454369.88,Cobro parte del salario en dólares,895.5,No,Performance de la compañía,Uno,51.57,Abril,4,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, pero escucho ofertas.",UX Designer,4,2,2,0.0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,Si por inflación,Sí,7,2,Terminar encuesta,,,,,,,,,,28,Mujer Cis,Sí,,True,Semi-Senior
3725,5/21/2024 15:15:30,Buenos Aires,Full-Time,Staff (planta permanente),1481662.0,1202595.0,,,No,No recibo bono,Dos,35.0,Mayo,3,"Capacitaciones y/o cursos, Stock options / RSUs",2,"No, pero escucho ofertas.",DBA (Database Administrator),4,4,2,0.0,Windows Server,SQL,Ninguno de los anteriores,"Microsoft SQL Server, MySQL, PostgreSQL",Ninguna de las anteriores,De 1001 a 2000 personas,Híbrido (presencial y remoto),3,Por inflación por convenio,No,7,1,Terminar encuesta,,,,,,,,,,27,Mujer Cis,Sí,,False,Semi-Senior
3726,5/21/2024 15:16:47,Córdoba,Full-Time,Staff (planta permanente),1260000.0,1260000.0,,,No,No recibo bono,Dos,50.0,Abril,1,"Clases de idiomas, Vacaciones flexibles (adicionales a las reglamentarias)",1,"No, pero escucho ofertas.",Manager / Director,7,0,4,6.0,Azure,Java,React.js,Oracle,"Cucumber, Cypress",De 101 a 200 personas,100% remoto,0,,No,4,0,Terminar encuesta,,,,,,,,,,31,Mujer Cis,Sí,,False,Senior
